assunto,codigo,codigo_pai,dispositivo_legal,artigo,alteracoes,glossario,ods,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,fonte,instancia,caminho_codigos,caminho_assuntos
Desembaraço Aduaneiro,10141,10140,,,,"Questões relativas ao procedimento administrativo de desembaraço aduaneiro, salvo se a restrição for de natureza tributária, situação em que deve ser cadastrado algum assunto de Direito Tributário.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10140 > 10141,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Importações > Desembaraço Aduaneiro
Regime ou Certificado de Origem MERCOSUL,10142,10140,,,,"Discussões sobre os benefícios de importação a favor dos produtos originados de Países Membros do MERCOSUL, de saber se o produto a importar tem origem ou não no MERCOSUL.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10140 > 10142,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Importações > Regime ou Certificado de Origem MERCOSUL
Veículo de Turista Comunitário MERCOSUL,10143,10140,,,,Discussões sobre a importação temporária de veículo conduzido por turista residente em País Membro do MERCOSUL.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10140 > 10143,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Importações > Veículo de Turista Comunitário MERCOSUL
Incentivo,10144,10136,,,,,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10144,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Incentivo
PROAGRO,10145,10144,,,,,"ODS 2 - Fome zero e agricultura sustentável; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10144 > 10145,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Incentivo > PROAGRO
Moeda Estrangeira,10153,10136,,,,"Controle administrativo sobre operações em moeda estrangeira, câmbio.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10153,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Moeda Estrangeira
Política de Preço Mínimo,10137,10136,,,,"Política agrícola de preços mínimos de produto ao produtor, além de outras hipóteses.","ODS 2 - Fome zero e agricultura sustentável; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10137,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Política de Preço Mínimo
Proteção à Livre Concorrência,10146,10136,,,,CADE e concorrência incluso.,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência
Acordo de Exclusividade,10149,10146,L 8.884/1994,,,,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146 > 10149,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência > Acordo de Exclusividade
Atos de Concentração,10151,10146,L 8.884/1994,54,,"Refere-se aos casos em que é necessária a autorização do CADE para fusões, incorporações e associações de qualquer espécie entre agentes econômicos.","ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146 > 10151,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência > Atos de Concentração
Cartel,10150,10146,L 8.884/1994,,,,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146 > 10150,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência > Cartel
Preços Predatórios,10148,10146,L 8.884/1994,,,,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146 > 10148,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência > Preços Predatórios
Venda Casada,10147,10146,L 8.884/1994,,,,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10136 > 10146 > 10147,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Intervenção no Domínio Econômico > Proteção à Livre Concorrência > Venda Casada
Lei Geral de Proteção de Dados (LGPD),14202,09985,"Lei 13,709/2018",1º,,"Processos relativos à Lei nº 13.709/2018 - Lei Geral de Proteção de Dados Pessoais (LGPD) Art. 1º Esta Lei dispõe sobre o tratamento de dados pessoais, inclusive nos meios digitais, por pessoa natural ou por pessoa jurídica de direito público ou privado, com o objetivo de proteger os direitos fundamentais de liberdade e de privacidade e o livre desenvolvimento da personalidade da pessoa natural. Necessidade de levantamento de dados sobre a quantidade de ações aforadas antes e após o início da vigência da Lei 13.709/2018, denominada Lei Geral de Proteção de Dados Pessoais - LGPD","ODS 16 - Paz, justiça e instituições eficazes",2021-01-20 00:00:00,,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 14202,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Lei Geral de Proteção de Dados (LGPD)
Privacidade,14204,14202,Lei 13.709/2018,1º,,"Processos relativos à Lei nº 13.709/2018 - Lei Geral de Proteção de Dados Pessoais (LGPD) Art. 1º Esta Lei dispõe sobre o tratamento de dados pessoais, inclusive nos meios digitais, por pessoa natural ou por pessoa jurídica de direito público ou privado, com o objetivo de proteger os direitos fundamentais de liberdade e de privacidade e o livre desenvolvimento da personalidade da pessoa natural. Necessidade de levantamento de dados sobre a quantidade de ações aforadas antes e após o início da vigência da Lei 13.709/2018, denominada Lei Geral de Proteção de Dados Pessoais - LGPD","ODS 16 - Paz, justiça e instituições eficazes",2021-01-20 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 14202 > 14204,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Lei Geral de Proteção de Dados (LGPD) > Privacidade
Proteção de Dados Pessoais,14203,14202,Lei 13.709/2018,1º,,"Processos relativos à Lei nº 13.709/2018 - Lei Geral de Proteção de Dados Pessoais (LGPD) Art. 1º Esta Lei dispõe sobre o tratamento de dados pessoais, inclusive nos meios digitais, por pessoa natural ou por pessoa jurídica de direito público ou privado, com o objetivo de proteger os direitos fundamentais de liberdade e de privacidade e o livre desenvolvimento da personalidade da pessoa natural. Necessidade de levantamento de dados sobre a quantidade de ações aforadas antes e após o início da vigência da Lei 13.709/2018, denominada Lei Geral de Proteção de Dados Pessoais - LGPD","ODS 16 - Paz, justiça e instituições eficazes",2021-01-20 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 14202 > 14203,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Lei Geral de Proteção de Dados (LGPD) > Proteção de Dados Pessoais
Licitações,10385,09985,L 8.666/1993,,,,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações
Adjudicação,10393,10385,Lei 8666/93,"art. 43, VI",,Declara que o objeto da licitação será adjudicado ao seu vencedor. Deve ser usado quando a ação discutir a adjudicação.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10393,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Adjudicação
Convênio,10392,10385,L 8.666/1993,"24, XXVI; 116 e segs.",,Acordos entre órgãos públicos para execução de determinadas atividades.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10392,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Convênio
Dispensa,14131,10385,Lei 8.666/1993,24,,Classificar ações em que se discute a legalidade da dispensa do processo licitatório.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 14131,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Dispensa
Edital,10388,10385,Lei 8.666/93,21,,"O edital é a norma que rege as licitações, devendo ser publicado conforme informa o artigo.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10388,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Edital
Habilitação / Registro Cadastral / Julgamento / Homologação,10387,10385,L 8.666/1993,art. 27 a 53,,Inclui o prazo do art. 51 da L 8.666/1993.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10387,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Habilitação / Registro Cadastral / Julgamento / Homologação
Inexigibilidade,14132,10385,Lei 8.666/1993,25,,Classificar ações em que se discute a legalidade da inexigibilidade do processo licitatório.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 14132,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Inexigibilidade
Modalidade / Limite,10386,10385,Lei 8.666/93,art. 20 a 26,,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,2021-01-18 10:11:23,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite
Concorrência,14133,10386,Lei 8.666/1993,"22, I",,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14133,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Concorrência
Concurso,14136,10386,Lei 8.666/1993,"22, IV",,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14136,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Concurso
Convite,14135,10386,Lei 8.666/1993,"22, III",,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14135,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Convite
Leilão,14137,10386,Lei 8.666/1993,"22, V",,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14137,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Leilão
Pregão,14138,10386,Lei 10.520/2002,1 e seguintes,,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14138,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Pregão
Eletrônico,14140,14138,Decreto 5.450/2005,1 e seguintes,,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,4,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14138 > 14140,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Pregão > Eletrônico
Presencial,14139,14138,Lei 10.520/2002,1 e seguintes,,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,4,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14138 > 14139,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Pregão > Presencial
Tomada de Preço,14134,10386,Lei 8.666/1993,"22, II",,Discussões sobre a modalidade de licitação/concorrência.,"ODS 16 - Paz, justiça e instituições eficazes",2021-01-18 00:00:00,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10386 > 14134,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Modalidade / Limite > Tomada de Preço
Recursos Administrativos,10391,10385,Lei 8.666/93,109,,Dispõe sobre os recursos administrativos e seus respectivos prazos.,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10391,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Recursos Administrativos
Revogação,10389,10385,Lei 8.666/93,49,,"Dispõe sobre a revogação das licitações, que ocorre somente por razões de interesse público.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10389,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Revogação
Sanções Administrativas,10390,10385,Lei 8.666/93,art. 86 a 88,,"Discussão sobre as penalidades impostas aos licitantes pela administração, como o impedimento de licitar.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10385 > 10390,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Licitações > Sanções Administrativas
Militar,10324,09985,,,,"Refere-se aos integrantes das forças armadas, das polícias militares e dos bombeiros militares.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10324,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Militar
Pensão,10359,10324,,,,,"ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10324 > 10359,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Militar > Pensão
Concessão,10360,10359,Lei 3.765/60; Lei 6880/80,Art. 7º ; Art. 71,,"Inclui a divisão de benefício, como no caso da divisão de pensão entre vitalícios e temporários, ou entre esposa e companheira.. Art. 7o A pensão militar é deferida em processo de habilitação, tomando-se por base a declaração de beneficiários preenchida em vida pelo contribuinte, na ordem de prioridade e condições a seguir: (Redação dada pela Medida provisória nº 2215-10, de 31.8.2001) I - primeira ordem de prioridade: (Redação dada pela Medida provisória nº 2215-10, de 31.8.2001) a) cônjuge; (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) b) companheiro ou companheira designada ou que comprove união estável como entidade familiar; (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) c) pessoa desquitada, separada judicialmente, divorciada do instituidor ou a ex-convivente, desde que percebam pensão alimentícia; (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) d) filhos ou enteados até vinte e um anos de idade ou até vinte e quatro anos de idade, se estudantes universitários ou, se inválidos, enquanto durar a invalidez; e (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) e) menor sob guarda ou tutela até vinte e um anos de idade ou, se estudante universitário, até vinte e quatro anos de idade ou, se inválido, enquanto durar a invalidez. (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) II - segunda ordem de prioridade, a mãe e o pai que comprovem dependência econômica do militar; (Redação dada pela Medida provisória nº 2215-10, de 31.8.2001) III - terceira ordem de prioridade: (Redação dada pela Medida provisória nº 2215-10, de 31.8.2001) a) o irmão órfão, até vinte e um anos de idade ou, se estudante universitário, até vinte e quatro anos de idade, e o inválido, enquanto durar a invalidez, comprovada a dependência econômica do militar; (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) b) a pessoa designada, até vinte e um anos de idade, se inválida, enquanto durar a invalidez, ou maior de sessenta anos de idade, que vivam na dependência econômica do militar. (Incluída pela Medida provisória nº 2215-10, de 31.8.2001) § 1o A concessão da pensão aos beneficiários de que tratam o inciso I, alíneas a, b, c e d, exclui desse direito os beneficiários referidos nos incisos II e III. (Incluído pela Medida provisória nº 2215-10, de 31.8.2001) § 2o A pensão será concedida integralmente aos beneficiários do inciso I, alíneas a e b, ou distribuída em partes iguais entre os beneficiários daquele inciso, alíneas a e c ou b e c, legalmente habilitados, exceto se existirem beneficiários previstos nas suas alíneas d e e. (Incluído pela Medida provisória nº 2215-10, de 31.8.2001) § 3o Ocorrendo a exceção do § 2o, metade do valor caberá aos beneficiários do inciso I, alíneas a e c ou b e c, sendo a outra metade do valor da pensão rateada, em partes iguais, entre os beneficiários do inciso I, alíneas d e e. (Incluído pela Medida provisória nº 2215-10, de 31.8.2001) Art. 71. A pensão militar destina-se a amparar os beneficiários do militar falecido ou extraviado e será paga conforme o disposto em legislação específica. § 1º Para fins de aplicação da legislação específica, será considerado como posto ou graduação do militar o correspondente ao soldo sobre o qual forem calculadas as suas contribuições. § 2º Todos os militares são contribuintes obrigatórios da pensão militar correspondente ao seu posto ou graduação, com as exceções previstas em legislação específica","ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,3,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,09985 > 10324 > 10359 > 10360,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO > Militar > Pensão > Concessão
